time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops
2022-07-06 12:29:28,BOS-SNA-09/16/2022-09/25/2022,BOS,SNA,09/16/2022,09/25/2022,614.00,09-16-2022 05:30:00,496,1,09-25-2022 12:19:00,838,1
2022-07-06 12:30:30,BOS-SNA-09/23/2022-10/02/2022,BOS,SNA,09/23/2022,10/02/2022,634.00,09-23-2022 05:30:00,496,1,10-02-2022 08:59:00,556,1
2022-07-06 12:31:30,BOS-SNA-09/30/2022-10/09/2022,BOS,SNA,09/30/2022,10/09/2022,639.00,09-30-2022 05:30:00,496,1,10-09-2022 12:29:00,854,1
2022-07-06 12:32:31,BOS-SNA-10/07/2022-10/16/2022,BOS,SNA,10/07/2022,10/16/2022,794.00,10-07-2022 07:10:00,525,1,10-16-2022 12:29:00,854,1
2022-07-06 12:33:33,BOS-SNA-10/14/2022-10/23/2022,BOS,SNA,10/14/2022,10/23/2022,632.00,10-14-2022 05:30:00,501,1,10-23-2022 07:45:00,615,1
2022-07-06 12:34:35,BOS-SNA-10/21/2022-10/30/2022,BOS,SNA,10/21/2022,10/30/2022,612.00,10-21-2022 05:30:00,501,1,10-30-2022 19:40:00,436,1
2022-07-06 12:35:36,BOS-SNA-10/28/2022-11/06/2022,BOS,SNA,10/28/2022,11/06/2022,612.00,10-28-2022 05:30:00,501,1,11-06-2022 19:40:00,436,1
2022-07-06 12:36:37,BOS-SNA-11/04/2022-11/13/2022,BOS,SNA,11/04/2022,11/13/2022,612.00,11-04-2022 16:14:00,524,1,11-13-2022 19:40:00,436,1
2022-07-06 12:37:38,BOS-SNA-11/11/2022-11/20/2022,BOS,SNA,11/11/2022,11/20/2022,697.00,11-11-2022 05:46:00,475,1,11-20-2022 10:57:00,435,1
2022-07-06 12:38:39,BOS-SNA-11/18/2022-11/27/2022,BOS,SNA,11/18/2022,11/27/2022,970.00,11-18-2022 05:46:00,475,1,11-27-2022 19:40:00,436,1
2022-07-06 12:39:41,BOS-SNA-11/25/2022-12/04/2022,BOS,SNA,11/25/2022,12/04/2022,580.00,11-25-2022 10:00:00,469,1,12-04-2022 12:54:00,411,1
2022-07-06 12:40:41,BOS-SNA-12/02/2022-12/11/2022,BOS,SNA,12/02/2022,12/11/2022,560.00,12-02-2022 05:46:00,475,1,12-11-2022 12:54:00,411,1
2022-07-06 12:41:41,BOS-SNA-12/09/2022-12/18/2022,BOS,SNA,12/09/2022,12/18/2022,560.00,12-09-2022 05:46:00,475,1,12-18-2022 08:11:00,413,1
2022-07-06 12:42:40,BOS-SNA-12/16/2022-12/25/2022,BOS,SNA,12/16/2022,12/25/2022,552.00,12-16-2022 10:00:00,469,1,12-25-2022 12:54:00,411,1
2022-07-06 12:43:41,BOS-SNA-12/23/2022-01/01/2023,BOS,SNA,12/23/2022,01/01/2023,883.00,12-23-2022 05:00:00,530,1,01-01-2023 06:50:00,427,1
2022-07-06 12:44:42,BOS-SNA-12/30/2022-01/08/2023,BOS,SNA,12/30/2022,01/08/2023,652.00,12-30-2022 05:00:00,530,1,01-08-2023 11:46:00,523,1
2022-07-06 12:45:44,BOS-SNA-01/06/2023-01/15/2023,BOS,SNA,01/06/2023,01/15/2023,494.00,01-06-2023 06:00:00,489,1,01-15-2023 12:54:00,411,1
