time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops,days_before_purchase
2022-07-11 08:50:08,SNA-PHX-2022-07-21-2022-07-25,SNA,PHX,07/21/2022,07/25/2022,279,2022-07-21 13:11:00,79,0,2022-07-25 14:00:00,79,0,9
2022-07-11 08:51:04,SNA-PHX-2022-07-28-2022-08-01,SNA,PHX,07/28/2022,08/01/2022,279,2022-07-28 13:11:00,79,0,2022-08-01 17:42:00,78,0,16
2022-07-11 08:51:57,SNA-PHX-2022-08-04-2022-08-08,SNA,PHX,08/04/2022,08/08/2022,258,2022-08-04 16:44:00,84,0,2022-08-08 17:40:00,78,0,23
2022-07-11 08:52:51,SNA-PHX-2022-08-11-2022-08-15,SNA,PHX,08/11/2022,08/15/2022,260,2022-08-11 16:44:00,84,0,2022-08-15 10:18:00,88,0,30
2022-07-11 08:55:35,SNA-PHX-2022-09-01-2022-09-05,SNA,PHX,09/01/2022,09/05/2022,338,2022-09-01 12:42:00,76,0,2022-09-05 10:25:00,87,0,51
2022-07-11 08:56:34,SNA-PHX-2022-09-08-2022-09-12,SNA,PHX,09/08/2022,09/12/2022,258,2022-09-08 16:44:00,78,0,2022-09-12 14:02:00,78,0,58
2022-07-11 09:03:08,SNA-PHX-2022-10-27-2022-10-31,SNA,PHX,10/27/2022,10/31/2022,238,2022-10-27 12:29:00,82,0,2022-10-31 20:05:00,82,0,107
2022-07-11 09:06:06,SNA-PHX-2022-11-17-2022-11-21,SNA,PHX,11/17/2022,11/21/2022,448,2022-11-17 12:54:00,81,0,2022-11-21 10:50:00,79,0,128
2022-07-11 09:08:55,SNA-PHX-2022-12-08-2022-12-12,SNA,PHX,12/08/2022,12/12/2022,248,2022-12-08 12:54:00,81,0,2022-12-12 14:30:00,79,0,149
2022-07-11 09:13:19,SNA-PHX-2023-01-12-2023-01-16,SNA,PHX,01/12/2023,01/16/2023,380,2023-01-12 12:54:00,81,0,2023-01-16 10:50:00,79,0,184
2022-07-11 09:14:24,LAX-ORD-2022-07-14-2022-07-18,LAX,ORD,07/14/2022,07/18/2022,656,2022-07-14 13:20:00,256,0,2022-07-18 08:20:00,255,0,2
2022-07-11 09:15:22,LAX-ORD-2022-07-21-2022-07-25,LAX,ORD,07/21/2022,07/25/2022,537,2022-07-21 13:20:00,256,0,2022-07-25 06:45:00,450,1,9
2022-07-11 09:16:23,LAX-ORD-2022-07-28-2022-08-01,LAX,ORD,07/28/2022,08/01/2022,533,2022-07-28 10:50:00,409,1,2022-08-01 06:45:00,450,1,16
