time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops
2022-07-07 09:12:15,LAX-ORD-07/21/2022-07/25/2022,LAX,ORD,07/21/2022,07/25/2022,524.00,07-21-2022 17:50:00,248,0,07-25-2022 06:45:00,450,1
2022-07-07 09:13:23,LAX-ORD-07/28/2022-08/01/2022,LAX,ORD,07/28/2022,08/01/2022,588.00,07-28-2022 10:50:00,409,1,08-01-2022 07:19:00,262,0
2022-07-07 09:14:23,LAX-ORD-08/04/2022-08/08/2022,LAX,ORD,08/04/2022,08/08/2022,622.00,08-04-2022 17:50:00,248,0,08-08-2022 13:19:00,253,0
2022-07-07 09:15:21,LAX-ORD-08/11/2022-08/15/2022,LAX,ORD,08/11/2022,08/15/2022,524.00,08-11-2022 16:35:00,248,0,08-15-2022 06:54:00,441,1
2022-07-07 09:16:21,LAX-ORD-08/18/2022-08/22/2022,LAX,ORD,08/18/2022,08/22/2022,515.00,08-18-2022 17:50:00,242,0,08-22-2022 08:25:00,263,0
2022-07-07 09:17:22,LAX-ORD-08/25/2022-08/29/2022,LAX,ORD,08/25/2022,08/29/2022,431.00,08-25-2022 17:50:00,242,0,08-29-2022 19:34:00,261,0
2022-07-07 09:18:21,LAX-ORD-09/01/2022-09/05/2022,LAX,ORD,09/01/2022,09/05/2022,648.00,09-01-2022 13:28:00,250,0,09-05-2022 09:55:00,468,1
2022-07-07 09:19:21,LAX-ORD-09/08/2022-09/12/2022,LAX,ORD,09/08/2022,09/12/2022,421.00,09-08-2022 08:25:00,356,1,09-12-2022 20:31:00,264,0
2022-07-07 09:20:21,LAX-ORD-09/15/2022-09/19/2022,LAX,ORD,09/15/2022,09/19/2022,472.00,09-15-2022 16:51:00,245,0,09-19-2022 07:15:00,257,0
2022-07-07 09:21:21,LAX-ORD-09/22/2022-09/26/2022,LAX,ORD,09/22/2022,09/26/2022,404.00,09-22-2022 08:25:00,356,1,09-26-2022 20:31:00,264,0
2022-07-07 09:22:21,LAX-ORD-09/29/2022-10/03/2022,LAX,ORD,09/29/2022,10/03/2022,472.00,09-29-2022 07:15:00,249,0,10-03-2022 13:20:00,264,0
2022-07-07 09:23:23,LAX-ORD-10/06/2022-10/10/2022,LAX,ORD,10/06/2022,10/10/2022,491.00,10-06-2022 16:20:00,345,1,10-10-2022 20:55:00,261,0
2022-07-07 09:24:23,LAX-ORD-10/13/2022-10/17/2022,LAX,ORD,10/13/2022,10/17/2022,451.00,10-13-2022 08:00:00,376,1,10-17-2022 13:30:00,268,0
2022-07-07 09:25:25,LAX-ORD-10/20/2022-10/24/2022,LAX,ORD,10/20/2022,10/24/2022,442.00,10-20-2022 08:00:00,243,0,10-24-2022 13:30:00,268,0
2022-07-07 09:26:24,LAX-ORD-10/27/2022-10/31/2022,LAX,ORD,10/27/2022,10/31/2022,395.00,10-27-2022 08:00:00,243,0,10-31-2022 22:00:00,271,0
2022-07-07 09:27:24,LAX-ORD-11/03/2022-11/07/2022,LAX,ORD,11/03/2022,11/07/2022,472.00,11-03-2022 11:40:00,245,0,11-07-2022 11:45:00,264,0
2022-07-07 09:28:25,LAX-ORD-11/10/2022-11/14/2022,LAX,ORD,11/10/2022,11/14/2022,451.00,11-10-2022 08:10:00,350,1,11-14-2022 11:45:00,264,0
2022-07-07 09:29:26,LAX-ORD-11/17/2022-11/21/2022,LAX,ORD,11/17/2022,11/21/2022,472.00,11-17-2022 08:17:00,243,0,11-21-2022 11:45:00,264,0
2022-07-07 09:30:25,LAX-ORD-11/24/2022-11/28/2022,LAX,ORD,11/24/2022,11/28/2022,522.00,11-24-2022 08:17:00,243,0,11-28-2022 06:55:00,268,0
2022-07-07 09:31:21,LAX-ORD-12/01/2022-12/05/2022,LAX,ORD,12/01/2022,12/05/2022,451.00,12-01-2022 08:10:00,350,1,12-05-2022 11:45:00,264,0
2022-07-07 09:32:22,LAX-ORD-12/08/2022-12/12/2022,LAX,ORD,12/08/2022,12/12/2022,451.00,12-08-2022 08:10:00,350,1,12-12-2022 11:45:00,264,0
2022-07-07 09:33:24,LAX-ORD-12/15/2022-12/19/2022,LAX,ORD,12/15/2022,12/19/2022,501.00,12-15-2022 13:31:00,249,0,12-19-2022 16:35:00,430,1
2022-07-07 09:34:25,LAX-ORD-12/22/2022-12/26/2022,LAX,ORD,12/22/2022,12/26/2022,621.00,12-22-2022 18:05:00,234,0,12-26-2022 08:20:00,425,1
2022-07-07 09:35:25,LAX-ORD-12/29/2022-01/02/2023,LAX,ORD,12/29/2022,01/02/2023,591.00,12-29-2022 15:25:00,240,0,01-02-2023 09:50:00,410,1
2022-07-07 09:36:24,LAX-ORD-01/05/2023-01/09/2023,LAX,ORD,01/05/2023,01/09/2023,472.00,01-05-2023 10:00:00,240,0,01-09-2023 22:00:00,271,0
2022-07-07 09:37:25,LAX-ORD-01/12/2023-01/16/2023,LAX,ORD,01/12/2023,01/16/2023,452.00,01-12-2023 08:17:00,243,0,01-16-2023 20:15:00,271,0
2022-07-07 09:38:36,SFO-IAD-07/14/2022-07/18/2022,SFO,IAD,07/14/2022,07/18/2022,920.00,07-14-2022 13:29:00,471,1,07-18-2022 17:30:00,483,1
2022-07-07 09:39:35,SFO-IAD-07/21/2022-07/25/2022,SFO,IAD,07/21/2022,07/25/2022,908.00,07-21-2022 07:00:00,310,0,07-25-2022 16:10:00,355,0
2022-07-07 09:40:28,SFO-IAD-07/28/2022-08/01/2022,SFO,IAD,07/28/2022,08/01/2022,838.00,07-28-2022 07:00:00,310,0,08-01-2022 16:10:00,355,0
2022-07-07 09:41:24,SFO-IAD-08/04/2022-08/08/2022,SFO,IAD,08/04/2022,08/08/2022,838.00,08-04-2022 07:00:00,310,0,08-08-2022 16:10:00,355,0
2022-07-07 09:42:19,SFO-IAD-08/11/2022-08/15/2022,SFO,IAD,08/11/2022,08/15/2022,838.00,08-11-2022 07:00:00,310,0,08-15-2022 16:10:00,355,0
2022-07-07 09:43:16,SFO-IAD-08/18/2022-08/22/2022,SFO,IAD,08/18/2022,08/22/2022,879.00,08-18-2022 23:48:00,582,1,08-22-2022 17:30:00,497,1
2022-07-07 09:44:15,SFO-IAD-08/25/2022-08/29/2022,SFO,IAD,08/25/2022,08/29/2022,615.00,08-25-2022 07:00:00,310,0,08-29-2022 17:30:00,497,1
2022-07-07 09:45:08,SFO-IAD-09/01/2022-09/05/2022,SFO,IAD,09/01/2022,09/05/2022,788.00,09-01-2022 07:00:00,310,0,09-05-2022 16:10:00,355,0
2022-07-07 09:46:03,SFO-IAD-09/08/2022-09/12/2022,SFO,IAD,09/08/2022,09/12/2022,433.00,09-08-2022 13:41:00,431,1,09-12-2022 13:35:00,623,1
2022-07-07 09:47:02,SFO-IAD-09/15/2022-09/19/2022,SFO,IAD,09/15/2022,09/19/2022,465.00,09-15-2022 07:00:00,300,0,09-19-2022 13:35:00,523,1
2022-07-07 09:47:57,SFO-IAD-09/22/2022-09/26/2022,SFO,IAD,09/22/2022,09/26/2022,513.00,09-22-2022 13:41:00,431,1,09-26-2022 13:35:00,623,1
2022-07-07 09:48:55,SFO-IAD-09/29/2022-10/03/2022,SFO,IAD,09/29/2022,10/03/2022,465.00,09-29-2022 23:55:00,451,1,10-03-2022 16:00:00,349,0
2022-07-07 09:49:52,SFO-IAD-10/06/2022-10/10/2022,SFO,IAD,10/06/2022,10/10/2022,537.00,10-06-2022 23:40:00,459,1,10-10-2022 16:05:00,360,0
2022-07-07 09:50:47,SFO-IAD-10/13/2022-10/17/2022,SFO,IAD,10/13/2022,10/17/2022,498.00,10-13-2022 07:00:00,300,0,10-17-2022 16:05:00,360,0
2022-07-07 09:51:42,SFO-IAD-10/20/2022-10/24/2022,SFO,IAD,10/20/2022,10/24/2022,517.00,10-20-2022 23:40:00,459,1,10-24-2022 16:05:00,360,0
2022-07-07 09:52:39,SFO-IAD-10/27/2022-10/31/2022,SFO,IAD,10/27/2022,10/31/2022,498.00,10-27-2022 07:00:00,300,0,10-31-2022 16:05:00,360,0
2022-07-07 09:53:34,SFO-IAD-11/03/2022-11/07/2022,SFO,IAD,11/03/2022,11/07/2022,498.00,11-03-2022 07:00:00,300,0,11-07-2022 16:05:00,360,0
2022-07-07 09:54:30,SFO-IAD-11/10/2022-11/14/2022,SFO,IAD,11/10/2022,11/14/2022,498.00,11-10-2022 07:00:00,300,0,11-14-2022 16:05:00,360,0
2022-07-07 09:55:26,SFO-IAD-11/17/2022-11/21/2022,SFO,IAD,11/17/2022,11/21/2022,575.00,11-17-2022 11:30:00,543,1,11-21-2022 16:05:00,368,0
2022-07-07 09:56:26,SFO-IAD-11/24/2022-11/28/2022,SFO,IAD,11/24/2022,11/28/2022,667.00,11-24-2022 08:14:00,418,1,11-28-2022 16:05:00,368,0
2022-07-07 09:57:23,SFO-IAD-12/01/2022-12/05/2022,SFO,IAD,12/01/2022,12/05/2022,498.00,12-01-2022 07:00:00,301,0,12-05-2022 16:05:00,368,0
2022-07-07 09:58:17,SFO-IAD-12/08/2022-12/12/2022,SFO,IAD,12/08/2022,12/12/2022,467.00,12-08-2022 07:00:00,301,0,12-12-2022 19:06:00,495,1
2022-07-07 09:59:09,SFO-IAD-12/15/2022-12/19/2022,SFO,IAD,12/15/2022,12/19/2022,647.00,12-15-2022 11:30:00,543,1,12-19-2022 16:05:00,368,0
2022-07-07 10:00:09,SFO-IAD-12/22/2022-12/26/2022,SFO,IAD,12/22/2022,12/26/2022,836.00,12-22-2022 23:55:00,459,1,12-26-2022 16:05:00,368,0
2022-07-07 10:01:10,SFO-IAD-12/29/2022-01/02/2023,SFO,IAD,12/29/2022,01/02/2023,718.00,12-29-2022 07:00:00,301,0,01-02-2023 16:05:00,368,0
2022-07-07 10:02:04,SFO-IAD-01/05/2023-01/09/2023,SFO,IAD,01/05/2023,01/09/2023,465.00,01-05-2023 23:55:00,459,1,01-09-2023 16:05:00,368,0
2022-07-07 10:03:03,SFO-IAD-01/12/2023-01/16/2023,SFO,IAD,01/12/2023,01/16/2023,528.00,01-12-2023 07:00:00,301,0,01-16-2023 16:05:00,368,0
2022-07-07 10:04:08,SJC-MSY-07/14/2022-07/18/2022,SJC,MSY,07/14/2022,07/18/2022,790.00,07-14-2022 06:10:00,414,1,07-18-2022 15:55:00,385,1
2022-07-07 10:05:08,SJC-MSY-07/21/2022-07/25/2022,SJC,MSY,07/21/2022,07/25/2022,862.00,07-21-2022 09:08:00,693,2,07-25-2022 06:00:00,420,1
2022-07-07 10:06:09,SJC-MSY-07/28/2022-08/01/2022,SJC,MSY,07/28/2022,08/01/2022,928.00,07-28-2022 11:50:00,436,1,08-01-2022 06:00:00,710,2
2022-07-07 10:07:12,SJC-MSY-08/04/2022-08/08/2022,SJC,MSY,08/04/2022,08/08/2022,888.00,08-04-2022 12:37:00,484,2,08-08-2022 06:00:00,710,2
2022-07-07 10:08:16,SJC-MSY-08/11/2022-08/15/2022,SJC,MSY,08/11/2022,08/15/2022,837.00,08-11-2022 09:08:00,693,2,08-15-2022 15:55:00,385,1
2022-07-07 10:09:17,SJC-MSY-08/18/2022-08/22/2022,SJC,MSY,08/18/2022,08/22/2022,669.00,08-18-2022 14:22:00,393,1,08-22-2022 10:45:00,595,2
2022-07-07 10:10:20,SJC-MSY-08/25/2022-08/29/2022,SJC,MSY,08/25/2022,08/29/2022,610.00,08-25-2022 09:15:00,685,2,08-29-2022 10:45:00,595,2
2022-07-07 10:11:21,SJC-MSY-09/01/2022-09/05/2022,SJC,MSY,09/01/2022,09/05/2022,851.00,09-01-2022 06:10:00,440,1,09-05-2022 06:00:00,475,2
2022-07-07 10:12:23,SJC-MSY-09/08/2022-09/12/2022,SJC,MSY,09/08/2022,09/12/2022,617.00,09-08-2022 06:10:00,433,1,09-12-2022 07:00:00,378,1
2022-07-07 10:13:25,SJC-MSY-09/15/2022-09/19/2022,SJC,MSY,09/15/2022,09/19/2022,685.00,09-15-2022 09:15:00,683,2,09-19-2022 12:43:00,590,1
2022-07-07 10:14:27,SJC-MSY-09/22/2022-09/26/2022,SJC,MSY,09/22/2022,09/26/2022,759.00,09-22-2022 06:10:00,551,1,09-26-2022 16:15:00,378,1
2022-07-07 10:15:30,SJC-MSY-09/29/2022-10/03/2022,SJC,MSY,09/29/2022,10/03/2022,759.00,09-29-2022 09:15:00,683,2,10-03-2022 11:29:00,664,1
2022-07-07 10:16:30,SJC-MSY-10/06/2022-10/10/2022,SJC,MSY,10/06/2022,10/10/2022,668.00,10-06-2022 12:06:00,434,1,10-10-2022 07:15:00,500,1
2022-07-07 10:17:31,SJC-MSY-10/13/2022-10/17/2022,SJC,MSY,10/13/2022,10/17/2022,787.00,10-13-2022 12:06:00,509,1,10-17-2022 15:09:00,449,1
2022-07-07 10:18:33,SJC-MSY-10/20/2022-10/24/2022,SJC,MSY,10/20/2022,10/24/2022,868.00,10-20-2022 12:06:00,434,1,10-24-2022 15:09:00,449,1
2022-07-07 10:19:36,SJC-MSY-10/27/2022-10/31/2022,SJC,MSY,10/27/2022,10/31/2022,781.00,10-27-2022 06:10:00,492,2,10-31-2022 14:36:00,567,1
2022-07-07 10:20:40,SJC-MSY-11/03/2022-11/07/2022,SJC,MSY,11/03/2022,11/07/2022,628.00,11-03-2022 12:20:00,363,1,11-07-2022 14:36:00,567,1
2022-07-07 10:21:42,SJC-MSY-11/10/2022-11/14/2022,SJC,MSY,11/10/2022,11/14/2022,628.00,11-10-2022 12:20:00,363,1,11-14-2022 14:36:00,567,1
2022-07-07 10:22:43,SJC-MSY-11/17/2022-11/21/2022,SJC,MSY,11/17/2022,11/21/2022,559.00,11-17-2022 14:22:00,341,1,11-21-2022 06:00:00,380,1
2022-07-07 10:23:46,SJC-MSY-11/24/2022-11/28/2022,SJC,MSY,11/24/2022,11/28/2022,665.00,11-24-2022 14:22:00,341,1,11-28-2022 14:36:00,567,1
2022-07-07 10:24:47,SJC-MSY-12/01/2022-12/05/2022,SJC,MSY,12/01/2022,12/05/2022,497.00,12-01-2022 06:00:00,351,1,12-05-2022 14:36:00,567,1
2022-07-07 10:25:50,SJC-MSY-12/08/2022-12/12/2022,SJC,MSY,12/08/2022,12/12/2022,497.00,12-08-2022 06:00:00,351,1,12-12-2022 14:36:00,567,1
2022-07-07 10:26:54,SJC-MSY-12/15/2022-12/19/2022,SJC,MSY,12/15/2022,12/19/2022,856.00,12-15-2022 14:22:00,341,1,12-19-2022 14:08:00,620,1
2022-07-07 10:27:58,SJC-MSY-12/22/2022-12/26/2022,SJC,MSY,12/22/2022,12/26/2022,1080.00,12-22-2022 12:20:00,363,1,12-26-2022 18:03:00,385,1
2022-07-07 10:29:01,SJC-MSY-12/29/2022-01/02/2023,SJC,MSY,12/29/2022,01/02/2023,1050.00,12-29-2022 14:22:00,341,1,01-02-2023 06:00:00,380,1
2022-07-07 10:30:03,SJC-MSY-01/05/2023-01/09/2023,SJC,MSY,01/05/2023,01/09/2023,490.00,01-05-2023 14:22:00,341,1,01-09-2023 14:08:00,606,2
2022-07-07 10:31:05,SJC-MSY-01/12/2023-01/16/2023,SJC,MSY,01/12/2023,01/16/2023,786.00,01-12-2023 10:29:00,474,2,01-16-2023 14:08:00,606,2
2022-07-07 10:32:18,LAX-MUC-07/08/2022-07/12/2022,LAX,MUC,07/08/2022,07/12/2022,2383.00,07-08-2022 07:35:00,865,1,07-12-2022 09:15:00,985,1
2022-07-07 10:33:21,LAX-MUC-07/15/2022-07/19/2022,LAX,MUC,07/15/2022,07/19/2022,2291.00,07-15-2022 07:35:00,865,1,07-19-2022 07:30:00,1335,2
2022-07-07 10:34:22,LAX-MUC-07/22/2022-07/26/2022,LAX,MUC,07/22/2022,07/26/2022,3044.00,07-22-2022 07:35:00,865,1,07-26-2022 07:30:00,1237,2
2022-07-07 10:35:26,LAX-MUC-07/29/2022-08/02/2022,LAX,MUC,07/29/2022,08/02/2022,2828.00,07-29-2022 07:35:00,865,1,08-02-2022 09:15:00,985,1
2022-07-07 10:36:37,LAX-MUC-08/05/2022-08/09/2022,LAX,MUC,08/05/2022,08/09/2022,2060.00,08-05-2022 07:35:00,865,1,08-09-2022 07:15:00,1157,2
2022-07-07 10:37:40,LAX-MUC-08/12/2022-08/16/2022,LAX,MUC,08/12/2022,08/16/2022,1858.00,08-12-2022 07:35:00,865,1,08-16-2022 09:15:00,1146,2
2022-07-07 10:38:45,LAX-MUC-08/19/2022-08/23/2022,LAX,MUC,08/19/2022,08/23/2022,1867.00,08-19-2022 09:13:00,1042,2,08-23-2022 09:15:00,987,1
2022-07-07 10:39:50,LAX-MUC-08/26/2022-08/30/2022,LAX,MUC,08/26/2022,08/30/2022,1853.00,08-26-2022 07:30:00,870,1,08-30-2022 09:15:00,987,1
2022-07-07 10:40:56,LAX-MUC-09/02/2022-09/06/2022,LAX,MUC,09/02/2022,09/06/2022,1853.00,09-02-2022 07:30:00,870,1,09-06-2022 09:15:00,987,1
2022-07-07 10:42:01,LAX-MUC-09/09/2022-09/13/2022,LAX,MUC,09/09/2022,09/13/2022,1698.00,09-09-2022 07:27:00,873,1,09-13-2022 09:15:00,985,1
2022-07-07 10:43:12,LAX-MUC-09/16/2022-09/20/2022,LAX,MUC,09/16/2022,09/20/2022,1543.00,09-16-2022 07:27:00,873,1,09-20-2022 09:15:00,985,1
2022-07-07 10:44:18,LAX-MUC-09/23/2022-09/27/2022,LAX,MUC,09/23/2022,09/27/2022,1543.00,09-23-2022 07:27:00,873,1,09-27-2022 09:15:00,985,1
2022-07-07 10:45:24,LAX-MUC-09/30/2022-10/04/2022,LAX,MUC,09/30/2022,10/04/2022,1543.00,09-30-2022 07:27:00,873,1,10-04-2022 09:15:00,985,1
2022-07-07 10:46:35,LAX-MUC-10/07/2022-10/11/2022,LAX,MUC,10/07/2022,10/11/2022,1543.00,10-07-2022 07:20:00,880,1,10-11-2022 09:15:00,1001,1
2022-07-07 10:47:43,LAX-MUC-10/14/2022-10/18/2022,LAX,MUC,10/14/2022,10/18/2022,1543.00,10-14-2022 07:20:00,880,1,10-18-2022 09:15:00,1001,1
2022-07-07 10:48:50,LAX-MUC-10/21/2022-10/25/2022,LAX,MUC,10/21/2022,10/25/2022,1543.00,10-21-2022 07:20:00,880,1,10-25-2022 09:15:00,1001,1
2022-07-07 10:49:58,LAX-MUC-10/28/2022-11/01/2022,LAX,MUC,10/28/2022,11/01/2022,1343.00,10-28-2022 07:20:00,880,1,11-01-2022 09:30:00,1045,1
2022-07-07 10:51:04,LAX-MUC-11/04/2022-11/08/2022,LAX,MUC,11/04/2022,11/08/2022,1343.00,11-04-2022 08:10:00,860,1,11-08-2022 09:30:00,1105,1
2022-07-07 10:52:10,LAX-MUC-11/11/2022-11/15/2022,LAX,MUC,11/11/2022,11/15/2022,1503.00,11-11-2022 06:00:00,930,1,11-15-2022 09:30:00,1285,2
2022-07-07 10:53:19,LAX-MUC-11/18/2022-11/22/2022,LAX,MUC,11/18/2022,11/22/2022,1443.00,11-18-2022 06:00:00,930,1,11-22-2022 09:30:00,1105,1
2022-07-07 10:54:25,LAX-MUC-11/25/2022-11/29/2022,LAX,MUC,11/25/2022,11/29/2022,1343.00,11-25-2022 06:00:00,930,1,11-29-2022 09:30:00,1105,1
2022-07-07 10:55:31,LAX-MUC-12/02/2022-12/06/2022,LAX,MUC,12/02/2022,12/06/2022,1343.00,12-02-2022 06:00:00,930,1,12-06-2022 09:30:00,1105,1
2022-07-07 10:56:42,LAX-MUC-12/09/2022-12/13/2022,LAX,MUC,12/09/2022,12/13/2022,1343.00,12-09-2022 06:00:00,930,1,12-13-2022 09:30:00,1105,1
2022-07-07 10:57:49,LAX-MUC-12/16/2022-12/20/2022,LAX,MUC,12/16/2022,12/20/2022,1598.00,12-16-2022 06:00:00,930,1,12-20-2022 09:30:00,1190,2
2022-07-07 10:58:54,LAX-MUC-12/23/2022-12/27/2022,LAX,MUC,12/23/2022,12/27/2022,1790.00,12-23-2022 06:00:00,930,1,12-27-2022 07:40:00,870,1
2022-07-07 11:00:04,LAX-MUC-12/30/2022-01/03/2023,LAX,MUC,12/30/2022,01/03/2023,1698.00,12-30-2022 06:00:00,930,1,01-03-2023 09:30:00,1105,1
2022-07-07 11:01:12,LAX-MUC-01/06/2023-01/10/2023,LAX,MUC,01/06/2023,01/10/2023,1343.00,01-06-2023 06:00:00,930,1,01-10-2023 09:30:00,1105,1
2022-07-07 11:03:18,BOS-SNA-07/15/2022-07/24/2022,BOS,SNA,07/15/2022,07/24/2022,867.00,07-15-2022 05:30:00,486,1,07-24-2022 07:53:00,780,1
2022-07-07 11:04:19,BOS-SNA-07/22/2022-07/31/2022,BOS,SNA,07/22/2022,07/31/2022,840.00,07-22-2022 05:30:00,486,1,07-31-2022 13:11:00,462,1
2022-07-07 11:05:20,BOS-SNA-07/29/2022-08/07/2022,BOS,SNA,07/29/2022,08/07/2022,773.00,07-29-2022 12:10:00,590,1,08-07-2022 16:44:00,610,1
2022-07-07 11:06:22,BOS-SNA-08/05/2022-08/14/2022,BOS,SNA,08/05/2022,08/14/2022,833.00,08-05-2022 07:13:00,584,1,08-14-2022 13:06:00,828,1
2022-07-07 11:07:24,BOS-SNA-08/12/2022-08/21/2022,BOS,SNA,08/12/2022,08/21/2022,774.00,08-12-2022 05:30:00,486,1,08-21-2022 16:44:00,603,1
2022-07-07 11:08:25,BOS-SNA-08/19/2022-08/28/2022,BOS,SNA,08/19/2022,08/28/2022,709.00,08-19-2022 06:40:00,492,1,08-28-2022 16:44:00,603,1
2022-07-07 11:09:27,BOS-SNA-08/26/2022-09/04/2022,BOS,SNA,08/26/2022,09/04/2022,602.00,08-26-2022 06:40:00,492,1,09-04-2022 09:25:00,485,1
2022-07-07 11:11:15,BOS-SNA-09/09/2022-09/18/2022,BOS,SNA,09/09/2022,09/18/2022,625.00,09-09-2022 05:30:00,496,1,09-18-2022 12:19:00,838,1
2022-07-07 11:12:17,BOS-SNA-09/16/2022-09/25/2022,BOS,SNA,09/16/2022,09/25/2022,569.00,09-16-2022 05:30:00,496,1,09-25-2022 16:44:00,573,1
2022-07-07 11:13:19,BOS-SNA-09/23/2022-10/02/2022,BOS,SNA,09/23/2022,10/02/2022,645.00,09-23-2022 05:30:00,496,1,10-02-2022 08:59:00,556,1
