time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops,days_before_purchase
2022-07-08 09:26:06,SNA-PHX-07/21/2022-07/25/2022,SNA,PHX,07/21/2022,07/25/2022,282,2022-07-21 16:44:00,84,0,2022-07-25 14:00:00,79,0,12
2022-07-08 09:27:00,SNA-PHX-07/28/2022-08/01/2022,SNA,PHX,07/28/2022,08/01/2022,280,2022-07-28 13:11:00,79,0,2022-08-01 10:18:00,88,0,19
2022-07-08 09:27:59,SNA-PHX-08/04/2022-08/08/2022,SNA,PHX,08/04/2022,08/08/2022,260,2022-08-04 13:06:00,79,0,2022-08-08 17:40:00,78,0,26
2022-07-08 09:28:54,SNA-PHX-08/11/2022-08/15/2022,SNA,PHX,08/11/2022,08/15/2022,260,2022-08-11 16:44:00,84,0,2022-08-15 10:18:00,88,0,33
2022-07-08 09:29:51,SNA-PHX-08/18/2022-08/22/2022,SNA,PHX,08/18/2022,08/22/2022,228,2022-08-18 12:42:00,76,0,2022-08-22 14:02:00,78,0,40
2022-07-08 09:30:44,SNA-PHX-08/25/2022-08/29/2022,SNA,PHX,08/25/2022,08/29/2022,228,2022-08-25 16:44:00,82,0,2022-08-29 14:02:00,78,0,47
2022-07-08 09:31:38,SNA-PHX-09/01/2022-09/05/2022,SNA,PHX,09/01/2022,09/05/2022,338,2022-09-01 12:42:00,76,0,2022-09-05 10:25:00,87,0,54
2022-07-08 09:32:32,SNA-PHX-09/08/2022-09/12/2022,SNA,PHX,09/08/2022,09/12/2022,279,2022-09-08 12:19:00,87,0,2022-09-12 14:02:00,78,0,61
2022-07-08 09:33:29,SNA-PHX-09/15/2022-09/19/2022,SNA,PHX,09/15/2022,09/19/2022,258,2022-09-15 12:19:00,87,0,2022-09-19 14:02:00,78,0,68
2022-07-08 09:34:24,SNA-PHX-09/22/2022-09/26/2022,SNA,PHX,09/22/2022,09/26/2022,228,2022-09-22 12:19:00,87,0,2022-09-26 14:02:00,78,0,75
2022-07-08 09:35:18,SNA-PHX-09/29/2022-10/03/2022,SNA,PHX,09/29/2022,10/03/2022,238,2022-09-29 12:19:00,87,0,2022-10-03 16:45:00,78,0,82
2022-07-08 09:36:12,SNA-PHX-10/06/2022-10/10/2022,SNA,PHX,10/06/2022,10/10/2022,318,2022-10-06 12:29:00,82,0,2022-10-10 10:16:00,83,0,89
2022-07-08 09:37:06,SNA-PHX-10/13/2022-10/17/2022,SNA,PHX,10/13/2022,10/17/2022,289,2022-10-13 12:29:00,82,0,2022-10-17 16:45:00,81,0,96
2022-07-08 09:37:59,SNA-PHX-10/20/2022-10/24/2022,SNA,PHX,10/20/2022,10/24/2022,278,2022-10-20 12:29:00,82,0,2022-10-24 16:45:00,81,0,103
2022-07-08 09:38:54,SNA-PHX-10/27/2022-10/31/2022,SNA,PHX,10/27/2022,10/31/2022,238,2022-10-27 12:29:00,82,0,2022-10-31 20:05:00,82,0,110
2022-07-08 09:39:48,SNA-PHX-11/03/2022-11/07/2022,SNA,PHX,11/03/2022,11/07/2022,278,2022-11-03 12:54:00,81,0,2022-11-07 08:20:00,83,0,117
2022-07-08 09:40:44,SNA-PHX-11/10/2022-11/14/2022,SNA,PHX,11/10/2022,11/14/2022,278,2022-11-10 12:54:00,81,0,2022-11-14 10:50:00,79,0,124
2022-07-08 09:41:36,SNA-PHX-11/17/2022-11/21/2022,SNA,PHX,11/17/2022,11/21/2022,448,2022-11-17 12:54:00,81,0,2022-11-21 10:50:00,79,0,131
2022-07-08 09:42:27,SNA-PHX-11/24/2022-11/28/2022,SNA,PHX,11/24/2022,11/28/2022,390,2022-11-24 12:54:00,81,0,2022-11-28 10:50:00,79,0,138
2022-07-08 09:43:20,SNA-PHX-12/01/2022-12/05/2022,SNA,PHX,12/01/2022,12/05/2022,248,2022-12-01 12:54:00,81,0,2022-12-05 14:30:00,79,0,145
2022-07-08 09:44:15,SNA-PHX-12/08/2022-12/12/2022,SNA,PHX,12/08/2022,12/12/2022,248,2022-12-08 12:54:00,81,0,2022-12-12 14:30:00,79,0,152
2022-07-08 09:45:09,SNA-PHX-12/15/2022-12/19/2022,SNA,PHX,12/15/2022,12/19/2022,418,2022-12-15 12:54:00,81,0,2022-12-19 08:20:00,83,0,159
2022-07-08 09:46:02,SNA-PHX-12/22/2022-12/26/2022,SNA,PHX,12/22/2022,12/26/2022,480,2022-12-22 12:54:00,81,0,2022-12-26 10:50:00,79,0,166
2022-07-08 09:46:56,SNA-PHX-12/29/2022-01/02/2023,SNA,PHX,12/29/2022,01/02/2023,450,2022-12-29 12:54:00,81,0,2023-01-02 10:50:00,79,0,173
2022-07-08 09:47:49,SNA-PHX-01/05/2023-01/09/2023,SNA,PHX,01/05/2023,01/09/2023,260,2023-01-05 12:54:00,81,0,2023-01-09 10:50:00,79,0,180
2022-07-08 09:48:42,SNA-PHX-01/12/2023-01/16/2023,SNA,PHX,01/12/2023,01/16/2023,380,2023-01-12 12:54:00,81,0,2023-01-16 10:50:00,79,0,187
2022-07-08 09:49:45,LAX-ORD-07/14/2022-07/18/2022,LAX,ORD,07/14/2022,07/18/2022,644,2022-07-14 10:10:00,255,0,2022-07-18 07:30:00,414,1,5
2022-07-08 09:50:44,LAX-ORD-07/21/2022-07/25/2022,LAX,ORD,07/21/2022,07/25/2022,580,2022-07-21 10:10:00,255,0,2022-07-25 07:30:00,356,1,12
2022-07-08 09:51:43,LAX-ORD-07/28/2022-08/01/2022,LAX,ORD,07/28/2022,08/01/2022,588,2022-07-28 10:50:00,409,1,2022-08-01 20:36:00,259,0,19
2022-07-08 09:52:41,LAX-ORD-08/04/2022-08/08/2022,LAX,ORD,08/04/2022,08/08/2022,558,2022-08-04 17:50:00,248,0,2022-08-08 19:29:00,254,0,26
2022-07-08 09:53:40,LAX-ORD-08/11/2022-08/15/2022,LAX,ORD,08/11/2022,08/15/2022,524,2022-08-11 16:35:00,248,0,2022-08-15 06:54:00,441,1,33
2022-07-08 09:54:39,LAX-ORD-08/18/2022-08/22/2022,LAX,ORD,08/18/2022,08/22/2022,515,2022-08-18 17:50:00,242,0,2022-08-22 18:16:00,266,0,40
2022-07-08 09:55:39,LAX-ORD-08/25/2022-08/29/2022,LAX,ORD,08/25/2022,08/29/2022,451,2022-08-25 16:20:00,366,1,2022-08-29 19:34:00,261,0,47
2022-07-08 09:56:39,LAX-ORD-09/01/2022-09/05/2022,LAX,ORD,09/01/2022,09/05/2022,642,2022-09-01 08:20:00,350,1,2022-09-05 08:45:00,352,1,54
