time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops
2022-07-08 01:08:26,BOS-SNA-07/09/2022-07/14/2022,BOS,SNA,07/09/2022,07/14/2022,660,2022-07-09 06:44:00,482,1,2022-07-14 16:44:00,610,1
2022-07-08 01:09:23,BOS-SNA-07/16/2022-07/21/2022,BOS,SNA,07/16/2022,07/21/2022,902,2022-07-16 06:44:00,482,1,2022-07-21 16:44:00,610,1
