time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops,days_before_purchase
2022-07-09 09:58:17,LAX-ORD-12/15/2022-12/19/2022,LAX,ORD,12/15/2022,12/19/2022,501,2022-12-15 13:31:00,249,0,2022-12-19 16:35:00,430,1,158
2022-07-09 09:59:16,LAX-ORD-12/22/2022-12/26/2022,LAX,ORD,12/22/2022,12/26/2022,621,2022-12-22 18:05:00,234,0,2022-12-26 08:20:00,425,1,165
2022-07-09 10:00:18,LAX-ORD-12/29/2022-01/02/2023,LAX,ORD,12/29/2022,01/02/2023,591,2022-12-29 15:25:00,240,0,2023-01-02 16:35:00,345,1,172
2022-07-09 10:01:19,LAX-ORD-01/05/2023-01/09/2023,LAX,ORD,01/05/2023,01/09/2023,472,2023-01-05 11:40:00,245,0,2023-01-09 22:00:00,271,0,179
2022-07-09 10:02:18,LAX-ORD-01/12/2023-01/16/2023,LAX,ORD,01/12/2023,01/16/2023,452,2023-01-12 08:17:00,243,0,2023-01-16 20:15:00,271,0,186
2022-07-09 10:03:22,SFO-IAD-07/14/2022-07/18/2022,SFO,IAD,07/14/2022,07/18/2022,920,2022-07-14 05:35:00,495,1,2022-07-18 17:30:00,483,1,4
2022-07-09 10:07:59,SFO-IAD-08/25/2022-08/29/2022,SFO,IAD,08/25/2022,08/29/2022,597,2022-08-25 13:32:00,461,1,2022-08-29 16:10:00,355,0,46
2022-07-09 10:08:56,SFO-IAD-09/01/2022-09/05/2022,SFO,IAD,09/01/2022,09/05/2022,788,2022-09-01 07:00:00,310,0,2022-09-05 16:10:00,355,0,53
2022-07-09 10:10:32,SFO-IAD-09/08/2022-09/12/2022,SFO,IAD,09/08/2022,09/12/2022,433,2022-09-08 13:41:00,431,1,2022-09-12 13:35:00,623,1,60
2022-07-09 10:42:50,SJC-MSY-09/29/2022-10/03/2022,SJC,MSY,09/29/2022,10/03/2022,498,2022-09-29 07:00:00,300,0,2022-10-03 16:00:00,349,0,81
2022-07-09 10:43:43,SJC-MSY-10/06/2022-10/10/2022,SJC,MSY,10/06/2022,10/10/2022,565,2022-10-06 13:47:00,422,1,2022-10-10 16:05:00,360,0,88
