time_stamp,trip_id,depart_airport,return_airport,depart_date,return_date,total_cost,depart_datetime,depart_duration,depart_stops,return_datetime,return_duration,return_stops,days_before_purchase
2022-07-10 12:20:14,LAX-ORD-07/14/2022-07/18/2022,LAX,ORD,07/14/2022,07/18/2022,656,2022-07-14 13:20:00,256,0,2022-07-18 07:19:00,262,0,3
2022-07-10 12:21:12,LAX-ORD-07/21/2022-07/25/2022,LAX,ORD,07/21/2022,07/25/2022,537,2022-07-21 13:20:00,256,0,2022-07-25 11:10:00,444,1,10
2022-07-10 12:22:09,LAX-ORD-07/28/2022-08/01/2022,LAX,ORD,07/28/2022,08/01/2022,597,2022-07-28 10:50:00,409,1,2022-08-01 15:17:00,365,1,17
2022-07-10 12:23:05,LAX-ORD-08/04/2022-08/08/2022,LAX,ORD,08/04/2022,08/08/2022,622,2022-08-04 17:50:00,248,0,2022-08-08 13:19:00,253,0,24
2022-07-10 12:24:03,LAX-ORD-08/11/2022-08/15/2022,LAX,ORD,08/11/2022,08/15/2022,490,2022-08-11 10:55:00,404,1,2022-08-15 06:54:00,441,1,31
2022-07-10 12:25:03,LAX-ORD-08/18/2022-08/22/2022,LAX,ORD,08/18/2022,08/22/2022,485,2022-08-18 16:43:00,244,0,2022-08-22 19:34:00,261,0,38
2022-07-10 12:26:02,LAX-ORD-08/25/2022-08/29/2022,LAX,ORD,08/25/2022,08/29/2022,442,2022-08-25 17:50:00,242,0,2022-08-29 20:20:00,263,0,45
2022-07-10 12:27:03,LAX-ORD-09/01/2022-09/05/2022,LAX,ORD,09/01/2022,09/05/2022,584,2022-09-01 16:43:00,244,0,2022-09-05 08:27:00,360,1,52
2022-07-10 12:28:04,LAX-ORD-09/08/2022-09/12/2022,LAX,ORD,09/08/2022,09/12/2022,472,2022-09-08 16:51:00,245,0,2022-09-12 15:00:00,262,0,59
2022-07-10 12:29:00,LAX-ORD-09/15/2022-09/19/2022,LAX,ORD,09/15/2022,09/19/2022,472,2022-09-15 16:51:00,245,0,2022-09-19 18:00:00,274,0,66
2022-07-10 12:29:57,LAX-ORD-09/22/2022-09/26/2022,LAX,ORD,09/22/2022,09/26/2022,404,2022-09-22 08:25:00,356,1,2022-09-26 07:15:00,257,0,73
2022-07-10 12:30:53,LAX-ORD-09/29/2022-10/03/2022,LAX,ORD,09/29/2022,10/03/2022,472,2022-09-29 07:15:00,249,0,2022-10-03 15:00:00,262,0,80
2022-07-10 12:31:53,LAX-ORD-10/06/2022-10/10/2022,LAX,ORD,10/06/2022,10/10/2022,452,2022-10-06 08:00:00,243,0,2022-10-10 20:55:00,261,0,87
2022-07-10 12:32:54,LAX-ORD-10/13/2022-10/17/2022,LAX,ORD,10/13/2022,10/17/2022,451,2022-10-13 08:00:00,376,1,2022-10-17 13:30:00,268,0,94
2022-07-10 12:33:53,LAX-ORD-10/20/2022-10/24/2022,LAX,ORD,10/20/2022,10/24/2022,412,2022-10-20 08:00:00,243,0,2022-10-24 20:55:00,261,0,101
2022-07-10 12:34:56,LAX-ORD-10/27/2022-10/31/2022,LAX,ORD,10/27/2022,10/31/2022,365,2022-10-27 08:00:00,243,0,2022-10-31 22:00:00,271,0,108
2022-07-10 12:36:00,LAX-ORD-11/03/2022-11/07/2022,LAX,ORD,11/03/2022,11/07/2022,472,2022-11-03 11:40:00,245,0,2022-11-07 11:45:00,264,0,115
2022-07-10 12:36:57,LAX-ORD-11/10/2022-11/14/2022,LAX,ORD,11/10/2022,11/14/2022,451,2022-11-10 08:10:00,350,1,2022-11-14 11:45:00,264,0,122
2022-07-10 12:37:58,LAX-ORD-11/17/2022-11/21/2022,LAX,ORD,11/17/2022,11/21/2022,472,2022-11-17 08:17:00,243,0,2022-11-21 11:45:00,264,0,129
2022-07-10 12:39:00,LAX-ORD-11/24/2022-11/28/2022,LAX,ORD,11/24/2022,11/28/2022,511,2022-11-24 08:17:00,243,0,2022-11-28 06:55:00,268,0,136
2022-07-10 12:39:55,LAX-ORD-12/01/2022-12/05/2022,LAX,ORD,12/01/2022,12/05/2022,451,2022-12-01 08:10:00,350,1,2022-12-05 11:45:00,264,0,143
2022-07-10 12:40:56,LAX-ORD-12/08/2022-12/12/2022,LAX,ORD,12/08/2022,12/12/2022,451,2022-12-08 08:10:00,350,1,2022-12-12 11:45:00,264,0,150
2022-07-10 12:41:59,LAX-ORD-12/15/2022-12/19/2022,LAX,ORD,12/15/2022,12/19/2022,501,2022-12-15 13:31:00,249,0,2022-12-19 16:35:00,345,1,157
2022-07-10 12:43:00,LAX-ORD-12/22/2022-12/26/2022,LAX,ORD,12/22/2022,12/26/2022,621,2022-12-22 18:05:00,234,0,2022-12-26 08:20:00,425,1,164
